Date,SP500,Dividend,Earnings,CPI,Rate10Y,RealPrice,RealDiv,RealEarn,CAPE,Year,Payout,DivYield,EarnYield,PE,TRIndex,RealTRIndex
1897-09-01,4.98,0.18,0.285,6.76,3.37,225.68,8.16,12.92,19.37,1897,0.6315789473684211,0.03614457831325301,0.05722891566265059,17.47368421052632,4.656715951319893,8.583236797847023
1897-10-01,4.82,0.18,0.2933,6.66,3.36,221.55,8.27,13.48,19.03,1897,0.6137061029662462,0.03734439834024896,0.060850622406639,16.433685646096148,4.521128840287487,8.458448250748061
1897-11-01,4.65,0.18,0.3017,6.66,3.36,213.73,8.27,13.87,18.36,1897,0.5966191581040768,0.038709677419354833,0.06488172043010752,15.41266158435532,4.375739842311437,8.186444209489565
1897-12-01,4.75,0.18,0.31,6.66,3.35,218.33,8.27,14.25,18.75,1897,0.5806451612903225,0.03789473684210526,0.06526315789473684,15.32258064516129,4.483957064218064,8.388904657681243
1898-01-01,4.88,0.1817,0.3133,6.66,3.35,224.3,8.35,14.4,19.25,1898,0.5799553143951484,0.03723360655737705,0.06420081967213115,15.576125119693582,4.620835753546825,8.644987010389405
1898-02-01,4.87,0.1833,0.3167,6.76,3.33,220.69,8.31,14.35,18.92,1898,0.5787811809283233,0.03763860369609856,0.06503080082135523,15.37732870224187,4.625704359523497,8.52607637864834
1898-03-01,4.65,0.185,0.32,6.76,3.31,210.72,8.38,14.5,18.04,1898,0.578125,0.039784946236559135,0.06881720430107527,14.53125,4.431249056648046,8.167657284886783
1898-04-01,4.57,0.1867,0.3233,6.76,3.29,207.1,8.46,14.65,17.71,1898,0.5774822146613053,0.04085339168490153,0.07074398249452953,14.135477884317973,4.3697039308612675,8.054217600374468
1898-05-01,4.87,0.1883,0.3267,7.23,3.27,206.17,7.97,13.83,17.6,1898,0.57636975818794,0.0386652977412731,0.06708418891170431,14.906642179369452,4.671431827925314,8.050628018803517
1898-06-01,5.06,0.19,0.33,6.76,3.25,229.3,8.61,14.95,19.54,1898,0.5757575757575757,0.03754940711462451,0.06521739130434784,15.333333333333332,4.86873667359383,8.974032389493953
1898-07-01,5.08,0.1917,0.3333,6.66,3.23,233.5,8.81,15.32,19.86,1898,0.5751575157515753,0.03773622047244095,0.06561023622047243,15.241524152415243,4.90321554002409,9.173283127432455
1898-08-01,5.27,0.1933,0.3367,6.66,3.2,242.23,8.88,15.48,20.54,1898,0.5741015741015741,0.03667931688804554,0.0638899430740038,15.651915651915651,5.102022591373787,9.545225448726335
1898-09-01,5.26,0.195,0.34,6.66,3.18,241.77,8.96,15.63,20.44,1898,0.5735294117647058,0.03707224334600761,0.06463878326996199,15.470588235294116,5.107936226034567,9.55628909555416
1898-10-01,5.15,0.1967,0.3433,6.66,3.16,236.71,9.04,15.78,19.95,1898,0.5729682493445966,0.038194174757281554,0.06666019417475727,15.001456452082728,5.016896488165605,9.385965501883398
1898-11-01,5.32,0.1983,0.3467,6.66,3.14,244.53,9.11,15.94,20.53,1898,0.5719642342082492,0.037274436090225564,0.06516917293233082,15.344678396308048,5.1984707984419805,9.72566758987794
1898-12-01,5.65,0.2,0.35,6.76,3.12,256.04,9.06,15.86,21.4,1898,0.5714285714285715,0.035398230088495575,0.06194690265486725,16.142857142857146,5.537079838560421,10.205919347405748
1899-01-01,6.08,0.2008,0.3608,6.76,3.1,275.52,9.1,16.35,22.93,1899,0.5565410199556541,0.03302631578947368,0.0593421052631579,16.851441241685144,5.9748194836147555,11.012758989029566
1899-02-01,6.31,0.2017,0.3717,6.95,3.1,278.11,8.89,16.38,23.05,1899,0.5426419155232715,0.03196513470681458,0.05890649762282092,16.976055959106805,6.217284471650481,11.146383383707192
1899-03-01,6.4,0.2025,0.3825,6.95,3.11,282.08,8.93,16.86,23.28,1899,0.5294117647058824,0.031640625,0.059765624999999996,16.73202614379085,6.322523424467628,11.335056384009588
1899-04-01,6.48,0.2033,0.3933,7.04,3.11,281.75,8.84,17.1,23.15,1899,0.5169082125603865,0.031373456790123454,0.06069444444444444,16.475972540045767,6.418225683334081,11.359530115673673
1899-05-01,6.21,0.2042,0.4042,7.04,3.12,270.01,8.88,17.57,22.09,1899,0.5051954477981198,0.03288244766505636,0.06508856682769726,15.363681345868383,6.167579773707273,10.915915338123952
1899-06-01,6.07,0.205,0.415,7.14,3.12,260.4,8.79,17.8,21.21,1899,0.4939759036144578,0.03377265238879736,0.06836902800658978,14.626506024096386,6.045436533905379,10.549879441521153
1899-07-01,6.28,0.2058,0.4258,7.23,3.12,265.86,8.71,18.03,21.56,1899,0.4833255049318929,0.03277070063694268,0.06780254777070063,14.74870831376233,6.271600929222406,10.808319167096982
1899-08-01,6.44,0.2067,0.4367,7.33,3.13,269.1,8.64,18.25,21.73,1899,0.4733226471261736,0.032096273291925465,0.06781055900621118,14.746965880467142,6.448514003205169,10.961594062747121
1899-09-01,6.37,0.2075,0.4475,7.61,3.13,256.19,8.35,18.0,20.59,1899,0.4636871508379888,0.032574568288854,0.07025117739403454,14.23463687150838,6.395669232006543,10.47175277671505
1899-10-01,6.34,0.2083,0.4583,7.71,3.14,251.84,8.27,18.2,20.15,1899,0.4545057822387083,0.032854889589905366,0.07228706624605678,13.833733362426358,6.382909687816577,10.315311894966866
1899-11-01,6.46,0.2092,0.4692,7.8,3.14,253.47,8.21,18.41,20.2,1899,0.4458653026427962,0.03238390092879257,0.07263157894736842,13.768115942028984,6.521197674651856,10.417195259764377
1899-12-01,6.02,0.21,0.48,7.9,3.15,233.36,8.14,18.61,18.51,1899,0.4375,0.03488372093023256,0.079734219269103,12.541666666666666,6.09462789693482,9.612539695671881
1900-01-01,6.1,0.2175,0.48,7.9,3.15,236.46,8.43,18.61,18.67,1900,0.453125,0.035655737704918034,0.07868852459016394,12.708333333333334,6.193336571345309,9.768224516324375
1900-02-01,6.21,0.225,0.48,7.99,3.15,237.86,8.62,18.39,18.7,1900,0.46875000000000006,0.036231884057971016,0.07729468599033816,12.9375,6.323422021870492,9.861056119212307
1900-03-01,6.26,0.2325,0.48,7.99,3.14,239.78,8.91,18.39,18.78,1900,0.48437500000000006,0.03714057507987221,0.07667731629392971,13.041666666666666,6.393427700454001,9.970226426490221
1900-04-01,6.34,0.24,0.48,7.99,3.14,242.84,9.19,18.39,18.94,1900,0.5,0.03785488958990536,0.07570977917981073,13.208333333333334,6.494920811912886,10.128499789290935
1900-05-01,6.04,0.2475,0.48,7.8,3.13,236.99,9.71,18.83,18.4,1900,0.515625,0.04097682119205298,0.07947019867549669,12.583333333333334,6.208078883311055,9.91700806231484
1900-06-01,5.86,0.255,0.48,7.71,3.13,232.77,10.13,19.07,17.99,1900,0.53125,0.04351535836177474,0.08191126279863481,12.208333333333334,6.044268854829649,9.768040198596294
1900-07-01,5.86,0.2625,0.48,7.8,3.12,229.93,10.3,18.83,17.69,1900,0.546875,0.04479522184300341,0.08191126279863481,12.208333333333334,6.066187065267384,9.690344978619438
1900-08-01,5.94,0.27,0.48,7.71,3.12,235.95,10.72,19.07,18.07,1900,0.5625000000000001,0.045454545454545456,0.0808080808080808,12.375000000000002,6.171646588693,9.973893190027857
1900-09-01,5.8,0.2775,0.48,7.8,3.12,227.58,10.89,18.83,17.34,1900,0.5781250000000001,0.0478448275862069,0.08275862068965517,12.083333333333334,6.049564353984005,9.663791262902656
1900-10-01,6.01,0.285,0.48,7.71,3.11,238.73,11.32,19.07,18.1,1900,0.59375,0.04742096505823627,0.07986688851913477,12.520833333333334,6.292720335022371,10.169558414316308
1900-11-01,6.48,0.2925,0.48,7.71,3.11,257.4,11.62,19.07,19.42,1900,0.609375,0.04513888888888888,0.07407407407407407,13.500000000000002,6.809697151231573,11.005035863079819
1900-12-01,6.87,0.3,0.48,7.61,3.1,276.3,12.07,19.3,20.74,1900,0.625,0.043668122270742356,0.06986899563318777,14.3125,7.245155215589841,11.862632586892172
1901-01-01,7.07,0.3017,0.4817,7.71,3.1,280.83,11.98,19.13,20.98,1901,0.626323437824372,0.042673267326732676,0.06813295615275813,14.677184969898278,7.482441958458503,12.092247315485467
1901-02-01,7.25,0.3033,0.4833,7.61,3.11,291.58,12.2,19.44,21.68,1901,0.6275605214152701,0.04183448275862069,0.06666206896551724,15.00103455410718,7.699550956208825,12.606623510428642
1901-03-01,7.51,0.305,0.485,7.61,3.11,302.04,12.27,19.51,22.35,1901,0.6288659793814433,0.04061251664447404,0.06458055925432757,15.484536082474227,8.002515011247787,13.102672410006234
1901-04-01,8.14,0.3067,0.4867,7.52,3.12,331.52,12.49,19.82,24.41,1901,0.630162317649476,0.03767813267813267,0.05979115479115479,16.724881857407027,8.700914706803312,14.416675165793787
1901-05-01,7.73,0.3083,0.4883,7.52,3.13,314.82,12.56,19.89,23.06,1901,0.6313741552324391,0.039883570504527815,0.06316946959896506,15.830432111406923,8.2899817643699,13.735794253198
1901-06-01,8.5,0.31,0.49,7.52,3.13,346.18,12.63,19.96,25.24,1901,0.6326530612244898,0.036470588235294116,0.05764705882352941,17.346938775510203,9.143315452174267,15.149695549746195
1901-07-01,7.93,0.3117,0.4917,7.61,3.14,318.93,12.54,19.78,23.14,1901,0.6339231238560097,0.03930643127364439,0.062005044136191685,16.12772015456579,8.557963982539972,14.012119740137722
1901-08-01,8.04,0.3133,0.4933,7.71,3.15,319.36,12.44,19.59,23.08,1901,0.6351104804378674,0.038967661691542296,0.061355721393034836,16.29839854044192,8.704706624724823,14.067528475236225
1901-09-01,8.0,0.315,0.495,7.8,3.15,313.9,12.36,19.42,22.59,1901,0.6363636363636364,0.039375,0.061875,16.161616161616163,8.689666465164898,13.881185148199313
1901-10-01,7.91,0.3167,0.4967,7.8,3.16,310.37,12.43,19.49,22.25,1901,0.6376082142138112,0.040037926675094815,0.06279393173198483,15.925105697604188,8.620420685520616,13.770569454049602
1901-11-01,8.08,0.3183,0.4983,7.9,3.17,313.22,12.34,19.32,22.38,1901,0.6387718242022878,0.039393564356435644,0.06167079207920792,16.215131446919525,8.834450873358442,13.933830111651417
1901-12-01,7.95,0.32,0.5,7.99,3.17,304.51,12.26,19.15,21.68,1901,0.64,0.04025157232704402,0.06289308176100629,15.9,8.72131414017518,13.600447332488454
1902-01-01,8.12,0.3208,0.5108,7.9,3.18,314.77,12.44,19.8,22.34,1902,0.6280344557556773,0.03950738916256158,0.06290640394088672,15.896632732967891,8.937061533999216,14.095669204256993
1902-02-01,8.19,0.3217,0.5217,7.9,3.19,317.48,12.47,20.22,22.46,1902,0.6166379145102548,0.03927960927960928,0.0636996336996337,15.698677400805058,9.043528498579125,14.26359051801214
1902-03-01,8.2,0.3225,0.5325,7.9,3.2,317.87,12.5,20.64,22.41,1902,0.6056338028169015,0.039329268292682934,0.0649390243902439,15.39906103286385,9.084172846745815,14.327695401323147
1902-04-01,8.48,0.3233,0.5433,7.99,3.21,324.81,12.38,20.81,22.82,1902,0.5950671820357076,0.03812499999999999,0.0640683962264151,15.608319528805449,9.42413693727571,14.696463859631459
1902-05-01,8.46,0.3242,0.5542,8.09,3.22,320.23,12.27,20.98,22.43,1902,0.5849873691808011,0.03832151300236406,0.06550827423167849,15.26524720317575,9.431851467610569,14.526683471746317
1902-06-01,8.41,0.325,0.565,8.18,3.23,314.64,12.16,21.14,21.96,1902,0.5752212389380532,0.03864447086801427,0.06718192627824018,14.884955752212392,9.406227899498207,14.327823915372576
1902-07-01,8.6,0.3258,0.5758,8.18,3.24,321.75,12.19,21.54,22.39,1902,0.5658214657867315,0.03788372093023256,0.06695348837209303,14.935741576936437,9.649026390165991,14.69766122511837
1902-08-01,8.83,0.3267,0.5867,8.09,3.25,334.24,12.37,22.21,23.17,1902,0.5568433611726606,0.03699886749716874,0.06644394110985277,15.050281234020794,9.937543499030083,15.305536711732367
1902-09-01,8.85,0.3275,0.5975,8.18,3.26,331.1,12.25,22.35,22.86,1902,0.5481171548117155,0.037005649717514126,0.06751412429378531,14.811715481171547,9.990691912590865,15.218095504997823
1902-10-01,8.57,0.3283,0.6083,8.75,3.27,299.71,11.48,21.27,20.6,1902,0.5397008055235903,0.03830805134189031,0.07098016336056008,14.088443202367255,9.705411562073618,13.820506064392832
1902-11-01,8.24,0.3292,0.6192,8.47,3.28,297.89,11.9,22.38,20.41,1902,0.5316537467700259,0.03995145631067961,0.07514563106796115,13.30749354005168,9.36267388052964,13.773189675489883
1902-12-01,8.05,0.33,0.63,8.56,3.29,287.78,11.8,22.52,19.63,1902,0.5238095238095238,0.040993788819875775,0.07826086956521738,12.777777777777779,9.17795802083974,13.359504315381212
1903-01-01,8.46,0.3317,0.6217,8.66,3.3,299.12,11.73,21.98,20.32,1903,0.5335370757600129,0.0392080378250591,0.0734869976359338,13.60784944506997,9.676760087189727,13.922913474178293
1903-02-01,8.41,0.3333,0.6133,8.66,3.31,297.35,11.78,21.68,20.11,1903,0.5434534485569869,0.039631391200951244,0.07292508917954815,13.712701777270505,9.651186065012885,13.886117594695214
1903-03-01,8.08,0.335,0.605,8.37,3.32,295.42,12.25,22.12,19.88,1903,0.5537190082644629,0.04146039603960396,0.07487623762376237,13.355371900826446,9.30435732440664,13.850930975162095
1903-04-01,7.75,0.3367,0.5967,8.37,3.33,283.36,12.31,21.82,18.98,1903,0.5642701525054467,0.04344516129032258,0.07699354838709678,12.988101223395342,8.956499493332236,13.333092435713223
1903-05-01,7.6,0.3383,0.5883,8.18,3.33,284.33,12.66,22.01,18.95,1903,0.5750467448580655,0.044513157894736845,0.07740789473684212,12.918578956314803,8.815574270659193,13.42812413354689
1903-06-01,7.18,0.34,0.58,8.18,3.34,268.62,12.72,21.7,17.82,1903,0.5862068965517242,0.04735376044568246,0.0807799442896936,12.379310344827587,8.361098551927194,12.735854273473453
1903-07-01,6.85,0.3417,0.5717,8.18,3.35,256.27,12.78,21.39,16.92,1903,0.5976910967290537,0.04988321167883212,0.08345985401459854,11.981808640895574,8.009808199582992,12.200759189095855
1903-08-01,6.63,0.3433,0.5633,8.18,3.36,248.04,12.84,21.07,16.3,1903,0.6094443458192792,0.05177978883861237,0.08496229260935144,11.769927214628083,7.785855131637717,11.859627743301465
1903-09-01,6.47,0.345,0.555,8.28,3.37,239.28,12.76,20.53,15.65,1903,0.6216216216216215,0.05332302936630603,0.0857805255023184,11.657657657657657,7.631557019696375,11.484202954760487
1903-10-01,6.26,0.3467,0.5467,8.18,3.37,234.2,12.97,20.45,15.25,1903,0.6341686482531553,0.05538338658146965,0.08733226837060702,11.45052130967624,7.417767265473815,11.298946225892879
1903-11-01,6.28,0.3483,0.5383,8.09,3.38,237.71,13.18,20.38,15.41,1903,0.6470369682333271,0.055461783439490445,0.08571656050955413,11.666357049972135,7.47570129176047,11.513873682983371
1903-12-01,6.57,0.35,0.53,8.09,3.39,248.69,13.25,20.06,16.04,1903,0.660377358490566,0.0532724505327245,0.0806697108066971,12.39622641509434,7.855468107780197,12.098780299498303
1904-01-01,6.68,0.3467,0.5267,8.28,3.4,247.04,12.82,19.48,15.86,1904,0.6582494778811468,0.05190119760479042,0.07884730538922155,12.682741598633,8.021863741214911,12.071548576755774
1904-02-01,6.5,0.3433,0.5233,8.47,3.41,234.98,12.41,18.92,15.02,1904,0.6560290464360787,0.05281538461538461,0.08050769230769231,12.421173323141602,7.840401097478073,11.53381318471981
1904-03-01,6.48,0.34,0.52,8.37,3.41,236.92,12.43,19.01,15.08,1904,0.6538461538461539,0.05246913580246913,0.08024691358024691,12.461538461538462,7.850784603034092,11.687070030323154
1904-04-01,6.64,0.3367,0.5167,8.28,3.42,245.56,12.45,19.11,15.57,1904,0.6516353783626863,0.050707831325301204,0.07781626506024097,12.850783820398682,8.078958126733385,12.157465973321013
1904-05-01,6.5,0.3333,0.5133,8.09,3.43,246.04,12.62,19.43,15.53,1904,0.6493278784336646,0.051276923076923074,0.07896923076923076,12.663159945451003,7.9427575186555615,12.233221097954056
1904-06-01,6.51,0.33,0.51,8.09,3.43,246.42,12.49,19.3,15.47,1904,0.6470588235294118,0.05069124423963134,0.0783410138248848,12.76470588235294,7.9889171594659025,12.30431493287332
1904-07-01,6.78,0.3267,0.5067,8.09,3.44,256.64,12.37,19.18,16.04,1904,0.644760213143872,0.0481858407079646,0.07473451327433629,13.380698638247484,8.35400208341999,12.866608894859468
1904-08-01,7.01,0.3233,0.5033,8.18,3.45,262.26,12.1,18.83,16.3,1904,0.6423604212199483,0.046119828815977176,0.07179743223965764,13.928074706934234,8.670942818804606,13.207817545514109
1904-09-01,7.32,0.32,0.5,8.28,3.45,270.71,11.83,18.49,16.74,1904,0.64,0.04371584699453552,0.06830601092896174,14.64,9.087719127640469,13.675480716231915
1904-10-01,7.75,0.3167,0.4967,8.28,3.46,286.61,11.71,18.37,17.63,1904,0.6376082142138112,0.040864516129032254,0.06409032258064516,15.602979665794242,9.654666996714578,14.528641398437639
1904-11-01,8.17,0.3133,0.4933,8.47,3.47,295.36,11.33,17.83,18.08,1904,0.6351104804378674,0.03834761321909425,0.060379436964504284,16.561929860125684,10.210765434362976,15.020795432368676
1904-12-01,8.25,0.31,0.49,8.47,3.47,298.25,11.21,17.71,18.16,1904,0.6326530612244898,0.037575757575757575,0.059393939393939395,16.836734693877553,10.343378323261122,15.215878855706444
1905-01-01,8.43,0.3117,0.505,8.47,3.48,304.76,11.27,18.26,18.46,1905,0.6172277227722772,0.036975088967971526,0.059905100830367736,16.693069306930692,10.60144038849804,15.595507348369017
1905-02-01,8.8,0.3133,0.52,8.47,3.48,318.13,11.33,18.8,19.17,1905,0.6025,0.035602272727272725,0.05909090909090909,16.923076923076923,11.099412554314828,16.328061443537514
1905-03-01,9.05,0.315,0.535,8.37,3.47,330.89,11.52,19.56,19.83,1905,0.5887850467289719,0.034806629834254144,0.05911602209944751,16.91588785046729,11.447667134013797,17.041568995198556
1905-04-01,8.94,0.3167,0.55,8.37,3.47,326.86,11.58,20.11,19.48,1905,0.5758181818181818,0.035425055928411636,0.06152125279642059,16.254545454545454,11.341728777939357,16.883863867756798
1905-05-01,8.5,0.3183,0.565,8.28,3.46,314.35,11.77,20.89,18.63,1905,0.5633628318584072,0.03744705882352942,0.06647058823529411,15.04424778761062,10.81700466865947,16.27776306419046
1905-06-01,8.6,0.32,0.58,8.28,3.46,318.05,11.83,21.45,18.74,1905,0.5517241379310346,0.037209302325581395,0.06744186046511627,14.827586206896552,10.978018964624425,16.520062354978304
1905-07-01,8.87,0.3217,0.595,8.28,3.46,328.03,11.9,22.0,19.21,1905,0.540672268907563,0.03626832018038332,0.06708004509582864,14.907563025210083,11.356718068442863,17.089940474975613
1905-08-01,9.2,0.3233,0.61,8.37,3.45,336.37,11.82,22.3,19.57,1905,0.53,0.035141304347826086,0.06630434782608696,15.081967213114753,11.813558163836058,17.586252654886177
1905-09-01,9.23,0.325,0.625,8.28,3.45,341.35,12.02,23.11,19.74,1905,0.52,0.035211267605633804,0.06771397616468039,14.768,11.88667595634828,17.887437489867096
1905-10-01,9.36,0.3267,0.64,8.28,3.44,346.15,12.08,23.67,19.9,1905,0.51046875,0.03490384615384615,0.06837606837606838,14.624999999999998,12.088972671567822,18.1918598415139
1905-11-01,9.31,0.3283,0.655,8.37,3.44,340.39,12.0,23.95,19.44,1905,0.5012213740458015,0.03526315789473684,0.07035445757250268,14.213740458015268,12.059557462957251,17.952459496827643
1905-12-01,9.54,0.33,0.67,8.47,3.43,344.88,11.93,24.22,19.58,1905,0.4925373134328358,0.034591194968553465,0.07023060796645704,14.23880597014925,12.39292240489111,18.230910645211715
1906-01-01,9.87,0.3358,0.6775,8.47,3.43,356.81,12.14,24.49,20.13,1906,0.4956457564575646,0.034022289766970616,0.06864235055724417,14.568265682656826,12.857332232956997,18.91409204517641
1906-02-01,9.8,0.3417,0.685,8.47,3.45,354.28,12.35,24.76,19.87,1906,0.4988321167883211,0.03486734693877551,0.06989795918367347,14.306569343065693,12.802598469770095,18.833574608422122
1906-03-01,9.56,0.3475,0.6925,8.47,3.47,345.61,12.56,25.03,19.26,1906,0.5018050541516245,0.03634937238493723,0.07243723849372384,13.80505415162455,12.526264832900898,18.42706727484595
1906-04-01,9.43,0.3533,0.7,8.47,3.49,340.91,12.77,25.31,18.88,1906,0.5047142857142858,0.03746553552492047,0.07423117709437964,13.471428571428572,12.393872084383704,18.232307694382637
1906-05-01,9.18,0.3592,0.7075,8.56,3.51,328.18,12.84,25.29,18.05,1906,0.5077031802120141,0.039128540305010895,0.07706971677559914,12.975265017667844,12.103991726962898,17.618660854901602
1906-06-01,9.3,0.365,0.715,8.56,3.53,332.47,13.05,25.56,18.17,1906,0.5104895104895105,0.03924731182795699,0.07688172043010752,13.006993006993008,12.301681468385844,17.906419520570985
1906-07-01,9.06,0.3708,0.7225,8.28,3.55,335.06,13.71,26.72,18.2,1906,0.5132179930795848,0.04092715231788079,0.07974613686534217,12.539792387543253,12.024452714864424,18.094768215846706
1906-08-01,9.73,0.3767,0.73,8.47,3.57,351.75,13.62,26.39,18.97,1906,0.5160273972602739,0.0387153134635149,0.0750256937307297,13.328767123287673,12.954688797408407,19.05731079288179
1906-09-01,10.03,0.3825,0.7375,8.56,3.59,358.57,13.67,26.37,19.2,1906,0.5186440677966101,0.038135593220338986,0.07352941176470588,13.599999999999998,13.395909343320138,19.499185796468332
1906-10-01,9.73,0.3883,0.745,8.75,3.61,340.28,13.58,26.05,18.1,1906,0.5212080536912751,0.03990750256937307,0.07656731757451181,13.060402684563758,13.037805834578593,18.565835508439918
1906-11-01,9.93,0.3942,0.7525,8.85,3.63,343.54,13.64,26.03,18.14,1906,0.5238538205980067,0.03969788519637462,0.0757804632426989,13.196013289036545,13.349156588334637,18.794405772954757
1906-12-01,9.84,0.4,0.76,8.94,3.65,336.81,13.69,26.01,17.66,1906,0.5263157894736842,0.04065040650406505,0.07723577235772358,12.947368421052632,13.27232836083984,18.498122077859556
1907-01-01,9.56,0.4033,0.7517,8.85,3.67,330.74,13.95,26.01,17.22,1907,0.5365172276174005,0.042186192468619245,0.07862970711297071,12.717839563655714,12.939620942580305,18.217816603904026
1907-02-01,9.26,0.4067,0.7433,9.04,3.69,313.62,13.77,25.17,16.22,1907,0.5471545809229114,0.04392008639308855,0.08026997840172787,12.457957755953181,12.579055337043812,17.337945741102423
1907-03-01,8.35,0.41,0.735,8.94,3.7,285.81,14.03,25.16,14.69,1907,0.5578231292517006,0.04910179640718563,0.08802395209580839,11.360544217687075,11.38892410526787,15.873153730608243
1907-04-01,8.39,0.4133,0.7267,8.94,3.72,287.18,14.15,24.87,14.67,1907,0.56873537911105,0.04926102502979737,0.0866150178784267,11.545341956790974,11.490083211592106,16.01414282063061
1907-05-01,8.1,0.4167,0.7183,9.13,3.74,271.47,13.97,24.07,13.79,1907,0.5801197271335097,0.051444444444444445,0.08867901234567903,11.276625365446192,11.140096737764239,15.203242645404426
1907-06-01,7.84,0.42,0.71,9.23,3.75,260.05,13.93,23.55,13.14,1907,0.5915492957746479,0.05357142857142857,0.09056122448979592,11.04225352112676,10.830271392998826,14.620279691957245
1907-07-01,8.14,0.4233,0.7017,9.23,3.77,270.0,14.04,23.28,13.59,1907,0.6032492518170158,0.052002457002457,0.0862039312039312,11.600399030924898,11.293044469102734,15.244998275733485
1907-08-01,7.53,0.4267,0.6933,9.23,3.79,249.77,14.15,23.0,12.51,1907,0.6154622818404731,0.05666666666666667,0.09207171314741036,10.861099091302467,10.495698648156166,14.16862461062035
1907-09-01,7.45,0.43,0.685,9.23,3.8,247.12,14.26,22.72,12.33,1907,0.6277372262773722,0.05771812080536912,0.09194630872483223,10.875912408759124,10.43375358298284,14.085002128273693
1907-10-01,6.64,0.4333,0.6767,9.32,3.82,218.0,14.23,22.22,10.83,1907,0.6403132850598493,0.06525602409638555,0.10191265060240964,9.812324516033692,9.34953019611583,12.499479210687044
1907-11-01,6.25,0.4367,0.6683,8.94,3.84,213.93,14.95,22.87,10.59,1907,0.6534490498279215,0.06987199999999999,0.106928,9.352087385904534,8.851228867252313,12.336276474940027
1907-12-01,6.57,0.44,0.66,8.75,3.85,229.77,15.39,23.08,11.33,1907,0.6666666666666666,0.0669710806697108,0.1004566210045662,9.954545454545455,9.355949540540022,13.322872145728994
1908-01-01,6.85,0.4367,0.6533,8.66,3.87,242.19,15.44,23.1,11.9,1908,0.6684524720649012,0.06375182481751825,0.09537226277372263,10.48522883820603,9.806895865426528,14.110152711687592
1908-02-01,6.6,0.4333,0.6467,8.56,3.86,235.95,15.49,23.12,11.55,1908,0.6700170094325034,0.06565151515151516,0.0979848484848485,10.20565950208752,9.50108058353057,13.829843933503609
1908-03-01,6.87,0.43,0.64,8.56,3.85,245.6,15.37,22.88,11.98,1908,0.671875,0.06259097525473072,0.09315866084425037,10.734375,9.941741180847274,14.471272793616475
1908-04-01,7.24,0.4267,0.6333,8.66,3.84,255.98,15.09,22.39,12.45,1908,0.6737723038054635,0.05893646408839779,0.08747237569060773,11.432180641086374,10.529032296212705,15.149161941202115
1908-05-01,7.63,0.4233,0.6267,8.66,3.83,269.77,14.97,22.16,13.08,1908,0.6754427955959789,0.055478374836173,0.08213630406290957,12.174884314664112,11.14791591991286,16.039611127264923
1908-06-01,7.64,0.42,0.62,8.66,3.82,270.13,14.85,21.92,13.05,1908,0.6774193548387096,0.0549738219895288,0.08115183246073299,12.32258064516129,11.21406557827119,16.134787194602662
1908-07-01,7.92,0.4167,0.6133,8.75,3.81,276.98,14.57,21.45,13.35,1908,0.6794390999510844,0.05261363636363637,0.07743686868686868,12.913745312245231,11.676425611930279,16.62723007138872
1908-08-01,8.26,0.4133,0.6067,8.75,3.81,288.87,14.45,21.22,13.88,1908,0.6812263062469095,0.0500363196125908,0.07345036319612591,13.614636558430854,12.22888124165636,17.41392688811866
1908-09-01,8.17,0.41,0.6,8.75,3.8,285.72,14.34,20.98,13.7,1908,0.6833333333333333,0.05018359853121175,0.07343941248470012,13.616666666666667,12.146627457114267,17.29679749893072
1908-10-01,8.27,0.4067,0.5933,8.85,3.79,286.11,14.07,20.53,13.69,1908,0.6854879487611664,0.04917775090689239,0.07174123337363968,13.938985336254843,12.346097777452435,17.38218963921552
1908-11-01,8.83,0.4033,0.5867,8.94,3.78,302.24,13.8,20.08,14.44,1908,0.6874041247656383,0.04567383918459796,0.06644394110985277,15.050281234020794,13.23270534527358,18.442898053927163
1908-12-01,9.03,0.4,0.58,9.04,3.77,305.83,13.55,19.64,14.58,1908,0.6896551724137931,0.044296788482835,0.06423034330011074,15.568965517241379,13.582792575307607,18.72141543012531
1909-01-01,9.06,0.4033,0.595,8.94,3.76,310.11,13.8,20.37,14.76,1909,0.6778151260504202,0.04451434878587196,0.06567328918322295,15.226890756302522,13.678057639512424,19.063601587060944
1909-02-01,8.8,0.4067,0.61,9.04,3.77,298.04,13.77,20.66,14.17,1909,0.6667213114754098,0.046215909090909085,0.0693181818181818,14.426229508196723,13.336269751458127,18.38162844061596
1909-03-01,8.92,0.41,0.625,9.04,3.78,302.1,13.89,21.17,14.34,1909,0.6559999999999999,0.04596412556053812,0.07006726457399103,14.272,13.569490294545416,18.703080649340254
1909-04-01,9.32,0.4133,0.64,9.23,3.8,309.14,13.71,21.23,14.65,1909,0.64578125,0.04434549356223176,0.06866952789699571,14.5625,14.229963430145022,19.209679776772152
1909-05-01,9.63,0.4167,0.655,9.32,3.81,316.17,13.68,21.5,14.95,1909,0.6361832061068702,0.043271028037383176,0.0680166147455867,14.702290076335878,14.75586389371636,19.7272600982517
1909-06-01,9.8,0.42,0.67,9.42,3.82,318.5,13.65,21.77,15.04,1909,0.626865671641791,0.04285714285714285,0.06836734693877551,14.626865671641792,15.06956007602592,19.93277266956295
1909-07-01,9.94,0.4233,0.685,9.42,3.83,323.05,13.76,22.26,15.23,1909,0.617956204379562,0.042585513078470826,0.06891348088531188,14.510948905109487,15.338659363097811,20.288715038662286
