Date,SP500,Dividend,Earnings,CPI,Rate10Y,RealPrice,RealDiv,RealEarn,CAPE,Year,Payout,DivYield,EarnYield,PE,TRIndex,RealTRIndex
2000-04-01,1461.36,16.740000000000002,51.27333333333333,171.3,5.99,2611.57,29.92,91.63,43.53,2000,0.32648550253543107,0.011455082936442767,0.0350860385759384,28.50136523208945,139117.24475122907,10119.094393463598
2000-05-01,1418.48,16.72,51.59666666666667,171.5,6.44,2531.99,29.85,92.1,41.97,2000,0.3240519413398798,0.011787265241667136,0.03637461696087831,27.491698430131144,135167.99275411357,9820.368453156007
2000-06-01,1461.96,16.7,51.92,172.4,6.1,2595.98,29.65,92.19,42.78,2000,0.32164869029275805,0.011423021149689457,0.03551396755041178,28.157935285053927,139444.0053837262,10078.145632721744
2000-07-01,1473.0,16.583333333333332,52.51333333333334,172.8,6.05,2609.52,29.38,93.03,42.76,2000,0.3157928145232956,0.011258203213396696,0.03565059968318625,28.05001904278278,140629.75697309623,10140.316966925804
2000-08-01,1485.46,16.46666666666667,53.10666666666666,172.8,5.83,2631.6,29.17,94.08,42.87,2000,0.3100677880994226,0.011085230613188285,0.035750990714436374,27.971252824504145,141951.27040368505,10235.606650636086
2000-09-01,1468.05,16.35,53.7,173.7,5.8,2587.28,28.82,94.64,41.9,2000,0.30446927374301674,0.01113722284663329,0.03657913558802493,27.33798882681564,140418.69266345137,10072.636215236638
2000-10-01,1390.14,16.323333333333334,52.46666666666667,174.0,5.74,2445.75,28.72,92.31,39.37,2000,0.3111181702668361,0.011742222605876627,0.03774200200459426,26.495679796696315,133096.93940119495,9530.9647410281
2000-11-01,1378.04,16.296666666666667,51.23333333333333,174.1,5.72,2423.07,28.66,90.09,38.78,2000,0.31808718282368253,0.011825975056360242,0.037178407980416626,26.897332465842553,132068.68026341256,9451.899805181623
2000-12-01,1330.93,16.27,50.0,174.0,5.24,2341.58,28.62,87.97,37.27,2000,0.32539999999999997,0.01222453472383972,0.03756771580774346,26.6186,127683.90266460358,9143.341535637705
2001-01-01,1335.63,16.169999999999998,48.48,175.1,5.16,2335.08,28.27,84.76,36.98,2001,0.333539603960396,0.012106646301745242,0.03629747759484288,27.55012376237624,128264.87419119505,9127.243474713252
2001-02-01,1305.75,16.07,46.96,175.8,5.1,2273.75,27.98,81.77,35.83,2001,0.342206132879046,0.012307103197396132,0.035964005360903696,27.805579216354342,125524.8058168247,8896.695565856859
2001-03-01,1185.85,15.97,45.44,176.2,4.89,2060.28,27.75,78.95,32.33,2001,0.35145246478873243,0.013467133279925794,0.0383185057132015,26.097051056338028,114127.27521629044,8070.52127806458
2001-04-01,1189.84,15.876666666666663,42.556666666666665,176.9,5.14,2059.03,27.47,73.64,32.17,2001,0.37307119918539977,0.013343530782850353,0.035766713731818285,27.95895668520404,114639.35702276963,8074.654542135159
2001-05-01,1270.37,15.783333333333331,39.67333333333333,177.7,5.39,2188.49,27.19,68.35,34.07,2001,0.3978322970929255,0.012424201872945151,0.031229746714211873,32.020752814653,122525.7801210332,8591.284301114652
2001-06-01,1238.71,15.69,36.79,178.0,5.28,2130.36,26.98,63.27,33.07,2001,0.4264745854851862,0.012666402951457564,0.029700252682225863,33.66974721391683,119599.06525620341,8371.934567934239
2001-07-01,1204.45,15.706666666666669,33.96333333333333,177.5,5.24,2077.27,27.09,58.58,32.16,2001,0.4624595151634116,0.013040530255856754,0.028198209417853237,35.463244675630584,116417.45842502013,8172.177644933809
2001-08-01,1178.5,15.723333333333333,31.136666666666667,177.5,4.97,2032.51,27.12,53.7,31.4,2001,0.5049780537415695,0.013341818696082591,0.026420591146938198,37.84926667380366,114035.74434114443,8004.988025299491
2001-09-01,1044.64,15.74,28.31,178.3,4.73,1793.57,27.02,48.61,27.67,2001,0.555987283645355,0.015067391637310459,0.027100245060499305,36.900035323207355,101209.77383980964,7072.763780392755
2001-10-01,1076.59,15.740000000000002,27.10333333333333,177.7,4.57,1854.66,27.12,46.69,28.58,2001,0.580740376337474,0.014620236115884417,0.02517516727197293,39.72168244988316,104432.32492043881,7322.604212204095
2001-11-01,1129.68,15.740000000000002,25.896666666666665,177.4,4.65,1949.41,27.16,44.69,30.01,2001,0.6078002316900504,0.013933149210395865,0.022923895852512803,43.622602651563916,109709.44297796002,7705.635059218613
2001-12-01,1144.93,15.74,24.69,176.7,5.09,1983.56,27.27,42.77,30.5,2001,0.6375050627784528,0.013747565353340378,0.021564637139388432,46.37221547185095,111317.83758951961,7849.577002633924
2002-01-01,1140.21,15.736666666666668,24.69333333333333,177.1,5.04,1970.92,27.2,42.68,30.28,2002,0.6372840172786178,0.013801551176245312,0.02165682929752706,46.1748110151188,110986.45637280685,7808.533294213289
2002-02-01,1100.67,15.733333333333334,24.69666666666667,177.8,4.91,1895.08,27.09,42.52,29.09,2002,0.6370630314482386,0.014294323760376256,0.02243784846199739,44.567552976110136,107265.3365095568,7517.019645157917
2002-03-01,1153.79,15.73,24.7,178.8,5.28,1975.43,26.93,42.29,30.29,2002,0.6368421052631579,0.013633330155400898,0.021407708508480745,46.71214574898785,112569.89777671442,7844.636053120033
2002-04-01,1111.93,15.833333333333332,25.38,179.8,5.21,1893.17,26.96,43.21,29.01,2002,0.6238508011557656,0.014239505484457952,0.022825177843929022,43.81126871552404,108613.70510161965,7526.845192247947
2002-05-01,1079.25,15.936666666666667,26.06,179.8,5.16,1837.53,27.13,44.37,28.13,2002,0.6115374776157586,0.014766427302910973,0.02414639796154737,41.41404451266309,105550.395241346,7314.5602041555685
2002-06-01,1014.02,16.04,26.74,179.9,4.93,1725.51,27.29,45.5,26.39,2002,0.599850411368736,0.01581822843730893,0.02637028855446638,37.92146596858639,99300.80015883347,6877.642968199361
2002-07-01,903.59,15.96,27.84,180.1,4.65,1535.89,27.13,47.32,23.46,2002,0.5732758620689655,0.017662878075233236,0.03081043393574519,32.45653735632184,88617.52439307507,6130.8959130356225
2002-08-01,912.55,15.88,28.94,180.7,4.26,1545.97,26.9,49.03,23.59,2002,0.5487214927436075,0.017401786203495702,0.031713330776395814,31.532480995162402,89626.69262867387,6180.125014683324
2002-09-01,867.81,15.8,30.04,181.0,3.87,1467.74,26.72,50.81,22.37,2002,0.525965379494008,0.018206750325532088,0.034615872137910376,28.88848202396804,85362.49643307371,5876.335389812699
2002-10-01,854.63,15.89,29.223333333333333,181.3,3.94,1443.05,26.83,49.34,21.96,2002,0.5437435838941486,0.01859284134654763,0.034194134693766115,29.24478156724079,84195.55464932956,5786.412636131529
2002-11-01,909.93,15.98,28.406666666666663,181.3,4.05,1536.43,26.98,47.97,23.35,2002,0.5625440037549871,0.017561790467398593,0.03121851864062803,32.03226942032387,89773.99575139253,6169.7958470069
2002-12-01,899.18,16.07,27.59,180.9,4.03,1521.63,27.19,46.69,23.1,2002,0.5824574121058355,0.01787183878644988,0.03068351164394226,32.59079376585719,88844.77985934385,6119.435915132252
2003-01-01,895.84,16.119999999999997,28.5,181.7,4.05,1509.31,27.16,48.02,22.9,2003,0.5656140350877192,0.0179942846936953,0.031813716735131274,31.43298245614035,88647.08462920613,6078.93601805123
2003-02-01,837.03,16.169999999999998,29.41,183.1,3.9,1399.44,27.03,49.17,21.21,2003,0.5498129887793267,0.019318304003440735,0.03513613610025925,28.46072764365862,82960.5195468718,5645.483744150862
2003-03-01,846.63,16.22,30.32,184.2,3.81,1407.04,26.96,50.39,21.31,2003,0.5349604221635883,0.019158310005551422,0.035812574560315606,27.923153034300793,84045.55865865915,5685.166454326239
2003-04-01,890.03,16.203333333333333,31.73,183.8,3.96,1482.39,26.99,52.85,22.43,2003,0.5106628847568022,0.01820537884490785,0.03565048369156096,28.05011030570438,88488.08824762494,5998.702826797643
2003-05-01,935.96,16.186666666666667,33.13999999999999,183.5,3.57,1561.43,27.0,55.29,23.59,2003,0.48843291088312224,0.01729418636124051,0.0354074960468396,28.242607121303568,93188.76282305748,6327.694739919871
2003-06-01,988.0,16.17,34.55,183.7,3.33,1646.46,26.95,57.58,24.83,2003,0.46801736613603484,0.016366396761133606,0.03496963562753036,28.596237337192477,98504.42215043603,6681.356015211938
2003-07-01,992.54,16.310000000000002,35.89333333333333,183.9,3.98,1652.22,27.15,59.75,24.87,2003,0.45440193164933146,0.016432587099764244,0.03616311013493998,27.652488855869244,99091.41079963715,6713.8606773435495
2003-08-01,989.53,16.450000000000003,37.236666666666665,184.6,4.45,1640.97,27.28,61.75,24.64,2003,0.4417688658132666,0.016624053843744,0.03763065967344766,26.574075731805568,98926.59789134623,6677.277409134204
2003-09-01,1019.44,16.59,38.58,185.2,4.27,1685.09,27.42,63.77,25.24,2003,0.43001555209953346,0.01627364043004002,0.03784430667817625,26.424053913945052,102053.8466062643,6866.041731717351
2003-10-01,1038.73,16.85666666666667,41.96666666666667,185.0,4.29,1718.83,27.89,69.44,25.68,2003,0.40166799046862595,0.016228150401612226,0.040401901039410305,24.751310563939633,104123.32410760621,7012.846585842019
2003-11-01,1049.9,17.123333333333335,45.35333333333333,184.5,4.3,1742.02,28.41,75.25,25.95,2003,0.3775540202851684,0.01630948979267867,0.043197764866495215,23.149345876819055,105383.82671897546,7116.978216360078
2003-12-01,1080.64,17.39,48.74,184.3,4.27,1794.97,28.89,80.96,26.64,2003,0.35679113664341405,0.016092315664791235,0.04510290198400947,22.171522363561756,108612.58726703933,7342.9888081785675
2004-01-01,1132.52,17.6,49.82666666666668,185.2,4.15,1872.01,29.09,82.36,27.66,2004,0.3532245116403531,0.015540564405043622,0.043996279683066686,22.72919454107572,113972.57650347495,7667.917404067484
2004-02-01,1143.36,17.810000000000002,50.91333333333333,186.2,4.08,1879.77,29.28,83.71,27.65,2004,0.34981013486971335,0.015576896165687101,0.04452957365425879,22.456985727379863,115211.07340257555,7709.613182578365
2004-03-01,1123.98,18.02,52.0,187.4,3.83,1836.08,29.44,84.94,26.89,2004,0.3465384615384615,0.016032313742237406,0.04626416840157298,21.615000000000002,113407.7934489591,7540.347419285114
2004-04-01,1133.36,18.21333333333333,53.38333333333333,188.0,4.35,1845.49,29.66,86.93,26.9,2004,0.3411801436153606,0.01607021011270323,0.047101832898049464,21.230596315953793,114505.7363000007,7589.0503952021745
2004-05-01,1102.78,18.406666666666663,54.76666666666667,189.1,4.72,1785.25,29.8,88.66,25.9,2004,0.33609251369446125,0.01669115024453351,0.04966236843855227,20.135970785149116,111569.51907505031,7351.4342024068055
2004-06-01,1132.76,18.6,56.15,189.7,4.73,1827.99,30.02,90.61,26.4,2004,0.33125556544968837,0.01642007133020234,0.049569193827465656,20.173820124666072,114757.81540570366,7537.598207459503
2004-07-01,1105.85,18.78666666666667,56.69,189.4,4.5,1787.39,30.36,91.63,25.7,2004,0.3313929558417123,0.016988440264653137,0.05126373377944568,19.506967719174458,112188.6408244255,7380.519876833906
2004-08-01,1088.94,18.973333333333333,57.23,189.5,4.28,1759.13,30.65,92.45,25.17,2004,0.33152775350923175,0.01742367195009214,0.052555696365272644,19.027433164424256,110631.94473867417,7274.269295218365
2004-09-01,1117.66,19.16,57.77,189.9,4.13,1801.72,30.89,93.13,25.67,2004,0.3316600311580405,0.01714295939731224,0.0516883488717499,19.346719750735677,113710.41632568986,7460.9362159983975
2004-10-01,1117.21,19.25333333333333,58.03,190.9,4.1,1791.56,30.87,93.06,25.41,2004,0.3317824113964041,0.017233405835369652,0.05194189096051772,19.25228330174048,113827.07787218294,7429.467733302249
2004-11-01,1168.94,19.346666666666668,58.29,191.0,4.19,1873.53,31.01,93.42,26.47,2004,0.3319036998913479,0.01655060710273125,0.04986569028350471,20.053868588094012,119261.06428570181,7780.067335077721
2004-12-01,1199.21,19.44,58.55,190.3,4.23,1929.12,31.27,94.19,27.14,2004,0.3320239111870197,0.016210672025750286,0.04882380900759666,20.481810418445775,122513.84693837473,8021.663336059638
2005-01-01,1181.41,19.703333333333333,59.10666666666666,190.7,4.22,1896.5,31.63,94.88,26.59,2005,0.33335213173922856,0.016677811541576024,0.050030613137409245,19.98776223776224,120860.86368818261,7896.834617486919
2005-02-01,1199.63,19.96666666666667,59.66333333333333,191.8,4.17,1914.7,31.87,95.23,26.74,2005,0.33465556735013136,0.016644020795300772,0.04973477933473931,20.10665400301693,122892.7846640354,7983.545865035876
2005-03-01,1194.9,20.23,60.22,193.3,4.5,1892.35,32.04,95.37,26.34,2005,0.3359349053470608,0.0169302870533099,0.05039752280525567,19.84224510129525,122578.68537297583,7901.347230974025
2005-04-01,1164.43,20.46333333333333,61.23333333333333,194.6,4.34,1831.78,32.19,96.33,25.41,2005,0.3341861731083288,0.017573691276704766,0.05258653017642394,19.016276537833427,119625.86479421891,7659.497817759341
2005-05-01,1178.28,20.696666666666665,62.24666666666667,194.4,4.14,1855.47,32.59,98.02,25.65,2005,0.3324943772089536,0.017565151463715473,0.05282841656199432,18.929206383206598,121223.9115263376,7769.804205854767
2005-06-01,1202.25,20.93,63.26,194.5,4.0,1892.25,32.94,99.57,26.07,2005,0.330856781536516,0.017409024745269286,0.05261800790185069,19.004900411002215,123867.43830550765,7935.1582585430615
2005-07-01,1222.24,21.11,64.33,195.4,4.18,1914.85,33.07,100.78,26.29,2005,0.3281517177055806,0.01727156695902605,0.05263287079460662,18.999533654593503,126106.7026421306,8041.399769298605
2005-08-01,1224.27,21.29,65.39999999999999,196.4,4.26,1908.26,33.18,101.94,26.1,2005,0.3255351681957187,0.01738995483022536,0.0534195888161925,18.719724770642205,126497.65639433541,8025.258649049996
2005-09-01,1225.92,21.47,66.47,198.8,4.2,1887.77,33.06,102.36,25.73,2005,0.3230028584323755,0.01751337770817019,0.05422050378491255,18.44320746201294,126851.4582995009,7950.54914694055
2005-10-01,1191.96,21.72,67.58999999999999,199.2,4.46,1831.79,33.38,103.87,24.88,2005,0.3213493120284066,0.01822208798952985,0.05670492298399274,17.63515312916112,123522.59742518322,7726.363272679635
2005-11-01,1237.37,21.97,68.71,197.6,4.54,1916.97,34.04,106.45,25.93,2005,0.3197496725367487,0.017755400567332328,0.05552906567962695,18.008586814146412,128415.99741378782,8097.486476598159
2005-12-01,1262.07,22.22,69.83,196.8,4.47,1963.18,34.56,108.62,26.44,2005,0.31820134612630674,0.017605996497817078,0.05532973606852235,18.073464127165973,131169.404579566,8304.729578563985
2006-01-01,1278.73,22.406666666666663,70.77666666666666,198.3,4.42,1974.05,34.59,109.26,26.47,2006,0.3165826779070315,0.017522594032099555,0.05534918760541057,18.06711251354025,133093.35831782303,8362.800023399268
2006-02-01,1276.65,22.593333333333334,71.72333333333334,198.7,4.57,1966.87,34.81,110.5,26.25,2006,0.3150067388576474,0.017697358973354744,0.05618089008994896,17.799646790909513,133071.21188423672,8344.576245986864
2006-03-01,1293.74,22.78,72.67,199.8,4.72,1982.23,34.9,111.34,26.33,2006,0.31347185908903263,0.01760786556804304,0.05617048247715924,17.802944819045,135048.8334184859,8421.964286257931
2006-04-01,1302.17,23.0,73.27666666666666,201.5,4.99,1978.31,34.94,111.33,26.15,2006,0.31387890642769417,0.017662824362410436,0.05627273448679255,17.770595460128284,136126.97073187496,8417.578438308496
2006-05-01,1290.01,23.22,73.88333333333333,202.5,5.11,1950.16,35.1,111.69,25.65,2006,0.3142792691179788,0.017999860466197937,0.05727345782849228,17.460094743965712,135056.1474623606,8310.121468548214
2006-06-01,1253.17,23.44,74.49,202.9,5.11,1890.73,35.37,112.39,24.75,2006,0.31467311048462887,0.018704565222595497,0.059441256972318196,16.82333199087126,131401.80770749538,8069.327373264624
2006-07-01,1260.24,23.66,75.85,203.5,5.09,1895.79,35.59,114.1,24.7,2006,0.31193144363876074,0.018774201739351234,0.060186948517742644,16.614897824653923,132347.95412940724,8103.466872002036
2006-08-01,1287.15,23.88,77.21,203.9,4.88,1932.48,35.85,115.92,25.05,2006,0.30928636187022407,0.018552616245192867,0.05998523870566755,16.6707680352286,135381.05059927076,8272.917559916203
2006-09-01,1317.74,24.1,78.57,202.9,4.72,1988.15,36.36,118.54,25.64,2006,0.3067328496881762,0.018288888551611093,0.059624812178426696,16.771541300750926,138807.7799070626,8524.124877486445
2006-10-01,1363.38,24.36,79.55,201.8,4.73,2068.23,36.95,120.68,26.54,2006,0.3062225015713388,0.017867359063503938,0.058347636022238844,17.138654934003775,143826.94860974426,8880.4944483519
2006-11-01,1388.64,24.62,80.53,201.5,4.6,2109.68,37.4,122.34,26.93,2006,0.3057245746926611,0.017729577140223527,0.05799199216499596,17.243760089407676,146705.85062353348,9071.736470318745
2006-12-01,1416.42,24.88,81.51,201.8,4.56,2148.69,37.74,123.65,27.28,2006,0.3052386210280947,0.01756541138927719,0.05754649044774855,17.377254324622747,149857.4810200733,9252.845458424743
2007-01-01,1424.16,25.08333333333333,82.05666666666667,202.42,4.76,2153.85,37.94,124.1,27.21,2007,0.3056830645488889,0.017612721417069238,0.05761758978391941,17.35581102490149,150895.733384304,9288.414375893824
2007-02-01,1444.8,25.286666666666665,82.60333333333334,203.5,4.72,2173.44,38.04,124.26,27.32,2007,0.30612162543884425,0.017501845699520117,0.05717284976005907,17.490819579516565,153304.10178062654,9386.58038420937
2007-03-01,1406.95,25.49,83.15,205.35,4.56,2097.4,38.0,123.96,26.23,2007,0.3065544197233914,0.01811720388073492,0.05909947048580262,16.92062537582682,149511.5253393428,9071.894841627522
2007-04-01,1463.64,25.71666666666667,83.74000000000001,206.69,4.69,2167.83,38.09,124.03,26.98,2007,0.3071013454342807,0.017570349721698415,0.0572135224508759,17.478385478863146,155761.49567936602,9389.850675721616
2007-05-01,1511.14,25.94333333333333,84.33000000000001,207.95,4.75,2224.59,38.19,124.14,27.55,2007,0.30764061820625316,0.017168054140141435,0.05580555077623516,17.919364401755008,161044.54108904817,9649.50700634547
2007-06-01,1514.19,26.17,84.92,208.35,5.1,2224.77,38.45,124.77,27.42,2007,0.3081723975506359,0.017283167898348294,0.05608279013862197,17.83078191238813,161599.9861181237,9664.198833846034
2007-07-01,1520.71,26.440000000000005,82.81333333333333,208.3,5.0,2234.92,38.86,121.71,27.41,2007,0.31927225889550803,0.017386615462514222,0.05445701898016935,18.363105780067624,162528.57139862532,9722.064328501543
2007-08-01,1454.62,26.71,80.70666666666666,207.92,4.67,2141.72,39.33,118.83,26.15,2007,0.33095159425078474,0.018362183938073175,0.055482989830104544,18.023542045266808,155700.57088258115,9330.651756430172
2007-09-01,1497.12,26.98,78.6,208.49,4.52,2198.23,39.61,115.41,26.73,2007,0.3432569974554708,0.018021267500267182,0.05250080153895479,19.04732824427481,160487.96400463308,9591.251530038508
2007-10-01,1539.66,27.230000000000004,74.46000000000001,208.94,4.53,2255.87,39.9,109.1,27.32,2007,0.36569970453935,0.017685722821921726,0.04836132652663575,20.67767929089444,165289.17461422185,9856.91162866471
2007-11-01,1463.39,27.480000000000004,70.32000000000001,210.18,4.15,2131.46,40.03,102.42,25.73,2007,0.3907849829351536,0.01877831610165438,0.04805280888894963,20.810437997724687,157344.86440129738,9327.80003064119
2007-12-01,1479.22,27.73,66.18,210.04,4.1,2155.96,40.42,96.46,25.96,2007,0.4190087639770323,0.0187463663282,0.04473979529752167,22.35146569960713,159293.14130830884,9449.593128459
2008-01-01,1378.76,27.92,64.25,211.08,3.74,1999.6,40.49,93.18,24.02,2008,0.4345525291828794,0.020250079781832953,0.04659984333749166,21.45929961089494,148723.72697161377,8779.124682898937
2008-02-01,1354.87,28.11,62.32,211.69,3.74,1959.27,40.65,90.12,23.5,2008,0.45105905006418484,0.020747377977222908,0.045997032925668146,21.74053273427471,146397.73891041052,8616.920151276467
2008-03-01,1316.94,28.3,60.39,213.53,3.51,1888.05,40.57,86.58,22.61,2008,0.4686206325550588,0.021489209834920347,0.04585630324843956,21.807252856433184,142552.4035398774,8318.282902200499
2008-04-01,1370.47,28.436666666666667,57.383333333333326,214.82,3.68,1952.95,40.52,81.77,23.36,2008,0.49555620098751096,0.020749572531078148,0.041871280169090405,23.88271855939588,148602.04607978393,8619.22304326463
2008-05-01,1403.22,28.57333333333333,54.376666666666665,216.63,3.88,1982.92,40.38,76.84,23.7,2008,0.5254704836633359,0.02036268962339001,0.03875134808986949,25.805553852755473,152410.12840188938,8766.238285960126
2008-06-01,1341.25,28.71,51.37,218.81,4.1,1876.44,40.17,71.87,22.42,2008,0.5588865096359743,0.021405405405405406,0.038300093196644916,26.109597041074558,145937.90721997814,8310.343786668469
2008-07-01,1257.33,28.756666666666668,49.56333333333333,219.96,4.01,1749.85,40.02,68.98,20.91,2008,0.5802004169749143,0.02287121651966204,0.03941951065617884,25.36814849687269,137067.11301242787,7764.394563260826
2008-08-01,1281.47,28.80333333333333,47.75666666666667,219.09,3.89,1790.59,40.25,66.73,21.4,2008,0.6031269630767082,0.022476790977028982,0.03726709690173525,26.833321700286174,139959.96231593218,7959.747731327377
2008-09-01,1216.95,28.85,45.95,218.78,3.69,1702.79,40.37,64.29,20.36,2008,0.6278563656147987,0.023706808003615597,0.03775833025185916,26.48422198041349,133175.35246841458,7584.627899060453
2008-10-01,968.8,28.696666666666665,35.593333333333334,216.57,3.81,1369.41,40.56,50.31,16.39,2008,0.8062371230567521,0.029620836774015964,0.03673960913845307,27.218580258475367,106282.47439469674,6114.787971362246
2008-11-01,883.04,28.543333333333333,25.236666666666668,212.43,3.53,1272.56,41.13,36.37,15.26,2008,1.13102628450667,0.03232394153530229,0.028579301805882713,34.990357944789324,97136.49764434775,5697.5039337597
2008-12-01,877.56,28.39,14.88,210.23,2.42,1277.88,41.34,21.67,15.38,2008,1.9079301075268817,0.03235106431469074,0.016956105565431426,58.9758064516129,96795.33749928097,5736.906746140137
2009-01-01,865.58,28.013333333333332,12.206666666666669,211.14,2.52,1254.97,40.62,17.7,15.17,2009,2.294920808301474,0.0323636559686376,0.014102297496091255,70.91043145821955,95734.8897723172,5649.600864654128
2009-02-01,805.23,27.63666666666667,9.533333333333331,212.19,2.87,1161.69,39.87,13.75,14.12,2009,2.8989510489510497,0.03432145680944161,0.011839267455675187,84.46468531468534,89318.25258547039,5244.853325863429
2009-03-01,757.13,27.26,6.86,212.71,2.82,1089.65,39.23,9.87,13.32,2009,3.9737609329446064,0.0360043849801223,0.00906053121656783,110.36880466472303,84238.3337405048,4934.4630642973525
2009-04-01,848.15,26.703333333333333,7.076666666666666,213.24,2.93,1217.6,38.34,10.16,14.98,2009,3.7734338200659447,0.03148421073316434,0.008343649904694531,119.85162505887895,94617.97072738233,5528.699658896942
2009-05-01,902.41,26.14666666666667,7.293333333333333,213.86,3.29,1291.77,37.43,10.44,16.0,2009,3.585009140767825,0.028974265208349496,0.008082061738382036,123.73080438756855,100919.35887724477,5879.805534510754
2009-06-01,926.12,25.59,7.51,215.69,3.72,1314.42,36.32,10.66,16.38,2009,3.4074567243675102,0.027631408456787458,0.008109100332570294,123.31824234354195,103814.5950434119,5997.171191250927
2009-07-01,935.82,25.026666666666664,9.186666666666667,215.35,3.56,1330.29,35.58,13.06,16.69,2009,2.724238026124818,0.026743034629166572,0.009816702642246017,101.86719883889695,105140.97412587548,6083.383039741855
2009-08-01,1009.73,24.46333333333333,10.863333333333332,215.83,3.59,1432.15,34.7,15.41,18.09,2009,2.251917766185947,0.02422759879703815,0.010758651652752053,92.94845044492178,113679.20449106129,6562.771106697974
2009-09-01,1044.55,23.9,12.54,215.97,3.4,1480.61,33.88,17.77,18.83,2009,1.9059011164274322,0.02288066631563831,0.012005169690297256,83.29744816586923,117828.88568282196,6797.925247061914
2009-10-01,1067.66,23.40333333333333,25.35,216.18,3.39,1511.91,33.14,35.9,19.36,2009,0.9232084155161076,0.021920211802758674,0.02374351385272465,42.11676528599605,120660.44129252467,6954.524463432591
2009-11-01,1088.07,22.906666666666663,38.16,216.33,3.4,1539.72,32.42,54.0,19.81,2009,0.6002795248078266,0.021052567083612878,0.035071272987951145,28.513364779874216,123187.46392528237,7095.251701146481
2009-12-01,1110.38,22.41,50.97,215.95,3.59,1574.07,31.77,72.25,20.32,2009,0.4396703943496174,0.02018227994020065,0.04590320430843495,21.784971551893275,125929.44146469659,7265.945082890112
2010-01-01,1123.58,22.24,54.28999999999999,216.69,3.73,1587.35,31.42,76.7,20.53,2010,0.409651869589243,0.019793873155449546,0.048318766798981824,20.695892429545037,127638.26354296647,7339.391590499618
2010-02-01,1089.16,22.07,57.61,216.74,3.69,1538.34,31.17,81.37,19.92,2010,0.38309321298385696,0.020263322193249843,0.052893973337250724,18.90574553028988,123938.70251240708,7125.017224806645
2010-03-01,1152.05,21.9,60.93,217.63,3.73,1620.51,30.81,85.71,21.0,2010,0.3594288527818808,0.01900959159758691,0.052888329499587695,18.907763006729034,131304.42373920206,7517.590037175288
2010-04-01,1197.32,21.946666666666665,62.986666666666665,218.01,3.85,1681.27,30.82,88.45,21.8,2010,0.34843353090601187,0.01832982549917037,0.05260637646298957,19.009102455546145,136672.05694609214,7811.264756425431
2010-05-01,1125.06,21.99333333333333,65.04333333333332,218.18,3.42,1578.58,30.86,91.26,20.48,2010,0.3381335519909804,0.019548587038320915,0.057813212924940294,17.297083995285195,128632.46449916539,7346.046877163813
2010-06-01,1083.36,22.04,67.1,217.97,3.2,1521.56,30.95,94.24,19.74,2010,0.3284649776453055,0.02034411460640969,0.061936936936936936,16.145454545454545,124074.29067094257,7092.561644996764
2010-07-01,1079.8,22.14333333333333,68.68666666666667,218.01,3.01,1516.24,31.09,96.45,19.67,2010,0.32238183053479563,0.020506883990862503,0.06361054516268445,15.72066388430554,123876.92196532033,7079.9800361813295
2010-08-01,1087.28,22.246666666666663,70.27333333333333,218.31,2.7,1524.64,31.2,98.54,19.77,2010,0.31657338013471203,0.020460844186103545,0.06463223211438943,15.472156341903046,124946.73740112579,7131.310283624331
2010-09-01,1122.08,22.35,71.86,218.44,2.65,1572.52,31.32,100.71,20.38,2010,0.3110214305594211,0.019918365891915018,0.06404177955226009,15.614806568327301,129158.88498935517,7367.33064899911
2010-10-01,1171.58,22.476666666666667,73.69,218.71,2.54,1639.85,31.46,103.14,21.24,2010,0.3050165106074999,0.019184918372340487,0.06289796684818792,15.89876509702809,135071.05099379845,7695.0541602246285
2010-11-01,1198.89,22.60333333333333,75.52,218.8,2.76,1677.37,31.62,105.66,21.7,2010,0.2993026129943503,0.018853550645458156,0.06299160056385489,15.875132415254239,138435.55532564034,7883.487291396155
2010-12-01,1241.53,22.73,77.35,219.18,3.29,1734.05,31.75,108.03,22.4,2010,0.2938590820943762,0.018308055383277087,0.062302159432313355,16.050808015513898,143576.6865630929,8162.0837420208845
2011-01-01,1282.62,22.96333333333333,78.67,220.22,3.39,1782.94,31.92,109.36,22.98,2011,0.2918944112537604,0.01790345802601966,0.06133539162027725,16.30380068641159,148547.5887762297,8404.790464770786
2011-02-01,1321.12,23.196666666666665,79.99000000000001,221.31,3.58,1827.45,32.09,110.65,23.49,2011,0.2899945826561653,0.017558334342578016,0.06054711154172219,16.516064508063504,153228.12118980178,8626.91423805942
2011-03-01,1304.49,23.43,81.31,223.47,3.41,1787.02,32.1,111.39,22.9,2011,0.28815643832246957,0.017961042246395144,0.0623308726015531,16.043414094207353,151523.5181375029,8448.485416356943
2011-04-01,1331.51,23.73333333333333,82.16333333333334,224.91,3.46,1812.37,32.3,111.84,23.14,2011,0.2888555316645705,0.017824374832583555,0.06170688416409441,16.205647287922428,154888.82958430494,8580.831517586768
2011-05-01,1338.31,24.036666666666665,83.01666666666667,225.96,3.17,1813.09,32.56,112.47,23.06,2011,0.28954025296125274,0.017960462573444618,0.062030969406689535,16.120979722947197,155909.91070750426,8597.262734180842
2011-06-01,1287.29,24.34,83.87,225.72,3.0,1745.84,33.01,113.75,22.1,2011,0.2902110408966257,0.018907938382182726,0.06515237436785806,15.348634791939906,150199.55404014912,8291.185731615533
